F_OTH_STR,F_OTH_GB,F_BL_STR,F_BL_GB,F_WH_STR,F_WH_GB,F_LAT_STR,F_LAT_GB,M_OTH_STR,M_OTH_GB,M_BL_STR,M_BL_GB,M_WH_STR,M_WH_GB,M_LAT_STR,M_LAT_GB
0.011205015024411416,0.0,0.016972331719046548,0.017244870274948837,0.009746035236445327,0.005567204063186398,0.008636004324703104,0.007663940997274331,0.0,0.0,0.05172958368048889,0.0783623188405797,0.022660724719338853,0.047665587333131657,0.02080945436885695,0.03211722488038278
0.017314052383845476,0.011764705882352941,0.023817119086323068,0.018653320979174187,0.01490902930533925,0.006957165453147787,0.014855425985003959,0.010295519944642752,0.0014184397163120566,0.0125,0.054034205529228385,0.0783623188405797,0.02360146348219665,0.0653837750591122,0.023622619479948426,0.03738038277511961
0.024820378585823852,0.011764705882352941,0.02647771158114561,0.018653320979174187,0.01896379687304244,0.009696635016208101,0.01859456519100682,0.010295519944642752,0.0014184397163120566,0.0125,0.056741386414827656,0.0783623188405797,0.02471746008746531,0.07410244311481587,0.025541234744149995,0.050643540669856456
0.03721794355238851,0.011764705882352941,0.032870829247653596,0.021335657033718015,0.024497069862415684,0.012493086930307075,0.026314367541004392,0.012594370519355396,0.006141603558119967,0.0125,0.05765347575387454,0.0783623188405797,0.026203630053676014,0.08000420976206882,0.02740201890286052,0.050643540669856456
0.03867779756698706,0.020460358056265983,0.04037737384989477,0.026739081523635983,0.02891056676113645,0.013876608708848173,0.030378054055466702,0.014893221094068038,0.006141603558119967,0.0125,0.05765347575387454,0.0783623188405797,0.02842634901962062,0.08614800061174203,0.029257120403905705,0.05590669856459329
0.04829188981828529,0.020460358056265983,0.04828719041793898,0.029555982932086687,0.03461934386255786,0.015920164870051396,0.035754820238614725,0.014893221094068038,0.007836518812357255,0.0125,0.0594293351042372,0.0783623188405797,0.029726462350084266,0.08614800061174203,0.029743738408771887,0.05590669856459329
0.05145959168163933,0.020460358056265983,0.05244597283200407,0.030964433636312037,0.0418116456971155,0.02067561660029304,0.041919603269920884,0.01966120747124982,0.007836518812357255,0.0125,0.060758765883171285,0.09469565217391304,0.031383537630941996,0.08810878492546752,0.030709972720592497,0.0639066985645933
0.058717924049460746,0.04903178662769456,0.05549236710938952,0.032263134935013336,0.04733263594414058,0.022636400914018535,0.04723449782952631,0.01966120747124982,0.009254958528669312,0.0125,0.06211728379364674,0.09469565217391304,0.03231209772950302,0.09288647064764373,0.030709972720592497,0.0639066985645933
0.06160634949263072,0.04903178662769456,0.06190612574221553,0.03367158563923869,0.05212337936506818,0.02541448051568888,0.051752690893939926,0.02196005804596246,0.009254958528669312,0.0125,0.0658898703402271,0.09469565217391304,0.033060158070938886,0.10244184209199611,0.031186163196782978,0.0729976076555024
0.06825231222554996,0.060796492510047484,0.06834432276171712,0.037639348540577565,0.059463525368547175,0.026068075286930715,0.058728338721935766,0.02196005804596246,0.011921625195335978,0.0125,0.06636045857552121,0.09469565217391304,0.03414861700990645,0.10879246297974046,0.031186163196782978,0.0729976076555024
