Male_1,RaceEth_1,SexMinority_1,HIV,PrEP
0,1,0,0.0517095890376887,0.2302093952186325
0,1,1,0.021111111111111112,0.12944444444444445
0,2,0,0.06989327947553904,0.21693491042063803
0,2,1,0.05830979571986765,0.22805555755196041
0,3,0,0.05525255137956512,0.23352294081055022
0,3,1,0.026457257337116034,0.23195696094188434
0,4,0,0.0621889731758673,0.2380056774470936
0,4,1,0.031091190599753515,0.22580607156556526
1,1,0,0.00490940170940171,0.9056116220608696
1,1,1,0.02857142857142857,0.8158730158730159
1,2,0,0.0542160298004732,0.8383946793282158
1,2,1,0.04808109141909984,0.8553614688257044
1,3,0,0.031459085611371354,0.8654027949049905
1,3,1,0.06138285807443951,0.8445140911958378
1,4,0,0.027820649237698513,0.8439392836364611
1,4,1,0.021814074136055562,0.8148979629784584
