F_OTH_STR,F_OTH_GB,F_BL_STR,F_BL_GB,F_WH_STR,F_WH_GB,F_LAT_STR,F_LAT_GB,M_OTH_STR,M_OTH_GB,M_BL_STR,M_BL_GB,M_WH_STR,M_WH_GB,M_LAT_STR,M_LAT_GB
0.0029740187949143177,0.0,0.017502966637871646,0.028224573188601963,0.010014458417362617,0.0062888840226243605,0.01033121703598753,0.015881079704609117,0.0016,0.02857142857142857,0.051001701427766125,0.0302945301542777,0.0282030551900851,0.03388221423626616,0.02406203509283348,0.016408668730650156
0.007774018794914318,0.0,0.024508090252919924,0.033702428666457444,0.01698742971922193,0.011605077077826103,0.016920305044304328,0.018234020881079706,0.0016,0.02857142857142857,0.051458322432332324,0.0302945301542777,0.028565388293782246,0.04117447896362138,0.025488853477483187,0.021814074136055562
0.013658090499881545,0.0,0.03048370627433241,0.03929683426086304,0.02208658637116894,0.013738223793220788,0.02308602159898957,0.023428826075884902,0.0016,0.02857142857142857,0.05239000281932134,0.038990182328190744,0.029111423307169055,0.04117447896362138,0.025488853477483187,0.021814074136055562
0.02441028702257989,0.0,0.03760935068180264,0.03929683426086304,0.028525856081913388,0.015073363971831889,0.02804766282178226,0.02596047164550515,0.0016,0.02857142857142857,0.05286506220174414,0.038990182328190744,0.029830922331178334,0.04887718166632408,0.025488853477483187,0.021814074136055562
0.02441028702257989,0.01111111111111111,0.042118844507322506,0.04391028635632953,0.03456453621140648,0.016383649930005167,0.036322488975041686,0.02831341282197574,0.0033094017094017097,0.02857142857142857,0.05379674258873316,0.038990182328190744,0.030008070249690287,0.05401890875927068,0.02688623283907233,0.021814074136055562
0.03188021770910478,0.01111111111111111,0.04745237421945223,0.046779639225682394,0.03855229032169031,0.017075691452496516,0.04125302779647163,0.031091190599753515,0.0033094017094017097,0.02857142857142857,0.0542160298004732,0.038990182328190744,0.030549751904293366,0.05401890875927068,0.02688623283907233,0.021814074136055562
0.036312163715853926,0.01111111111111111,0.05303942807895719,0.04817824062428379,0.04345941687345257,0.019810794225879516,0.04739321459336656,0.031091190599753515,0.00490940170940171,0.02857142857142857,0.0542160298004732,0.038990182328190744,0.030734937089478553,0.05645793314951458,0.0273681605499157,0.021814074136055562
0.04106177001506652,0.021111111111111112,0.0571668411700391,0.05101569094374849,0.04879317412646132,0.021764665401367712,0.05272371166071114,0.031091190599753515,0.00490940170940171,0.02857142857142857,0.0542160298004732,0.04808109141909984,0.030734937089478553,0.058680155371736806,0.0273681605499157,0.021814074136055562
0.04710621445951097,0.021111111111111112,0.0643329114777943,0.05672249413256607,0.051263350084833695,0.023607701439987343,0.0560420118849424,0.031091190599753515,0.00490940170940171,0.02857142857142857,0.0542160298004732,0.04808109141909984,0.031278253784969914,0.058680155371736806,0.0273681605499157,0.021814074136055562
0.0517095890376887,0.021111111111111112,0.06989327947553904,0.05830979571986765,0.05525255137956512,0.026457257337116034,0.0621889731758673,0.031091190599753515,0.00490940170940171,0.02857142857142857,0.0542160298004732,0.04808109141909984,0.031459085611371354,0.06138285807443951,0.027820649237698513,0.021814074136055562
