Male_1,RaceEth_1,SexMinority_1,HIV,PrEP
0,1,0,0.04710621445951097,0.21353435795649922
0,1,1,0.021111111111111112,0.11833333333333333
0,2,0,0.0643329114777943,0.1971027345916218
0,2,1,0.05672249413256607,0.20923964125402977
0,3,0,0.051263350084833695,0.2119177214128259
0,3,1,0.023607701439987343,0.21128604845115562
0,4,0,0.0560420118849424,0.21537081130256736
0,4,1,0.031091190599753515,0.19205506291507782
1,1,0,0.00490940170940171,0.8948694798133923
1,1,1,0.02857142857142857,0.8158730158730159
1,2,0,0.0542160298004732,0.8249313278255611
1,2,1,0.04808109141909984,0.8462705597347953
1,3,0,0.031278253784969914,0.8541745105265864
1,3,1,0.058680155371736806,0.8309153311454649
1,4,0,0.0273681605499157,0.8306927199959431
1,4,1,0.021814074136055562,0.7984892942478081
